ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta(sig_up.down)	subtelomeric	category
YMR294W	4127	0.426740571	0.578679315	-0.006915681	0.00870136	4.040876091	0.030504844	0.01803391	0.011080652	0.015839579	0.015839579	JNM1	JNM1	YMR294W	nuclear migration || structural constituent of cytoskeleton || YMR294W || 1081573	-3.49	0.0179	0.44	NA	NA	NA	1.00E-05	1.20E-05	0.74	0.38	0.26	NA	NA	no	NA
YCR096C	4901	0.717288736	0.819152225	-0.021562128	0.059549955	2.574143047	1.269577248	1.536709888	-0.249743	0.049820897	0.049820897	HMRA2	HMRA2	YCR096C	biological process unknown || molecular function unknown || YCR096C || 1081015	-3.49	0.0182	0.36	NA	NA	NA	0.00017	0.000114	1.03	0.38	0.255	NA	NA	TEL	TELO
YDR473C	3178	0.163766612	0.288442996	-0.012154216	0.00872825	4.05930896	0.043933908	0.018435125	0.014632942	0.015648048	0.015648048	PRP3	PRP3	YDR473C	"nuclear mRNA splicing, via spliceosome || RNA splicing factor activity, transesterification mechanism || YDR473C || 1082484"	-3.48	0.0183	0.65	NA	NA	NA	0	2.85E-09	0.88	0.32	0.0594	NA	NA	no	NA
YOR386W	1625	0.011104507	0.038247339	0.025976089	0.010229252	4.798230809	0.106642722	0.008437895	0.03837585	0.010113724	0.03837585	PHR1	PHR1	YOR386W	photoreactive repair || deoxyribodipyrimidine photo-lyase activity || YOR386W || 1082652	-3.48	0.0184	0.45	NA	NA	NA	0	7.44E-06	1.2	0.35	0.126	NA	up	TEL	TELO
YGL208W	3269	0.182959921	0.313253802	0.01009236	0.007578574	4.712483552	0.037872558	0.00963673	0.016058978	0.010571956	0.016058978	SIP2	SIP2	YGL208W	protein amino acid phosphorylation* || AMP-activated protein kinase activity || YGL208W || 1081268	-3.47	0.0185	0.17	NA	up	NA	0.0205	0.0137	0.43	0.55	0.897	NA	NA	no	ccore_ESR_up
YDR277C	1493	0.007504832	0.028134323	0.033833869	0.012654934	4.168810655	0.304378756	0.019620131	0.052028092	0.014580047	0.052028092	MTH1	MTH1	YDR277C	signal transduction* || molecular function unknown || YDR277C || 1084462	-3.47	0.0186	0.21	NA	NA	NA	0.0083	0.00555	0.04	0.56	0.917	NA	up	no	Insensitive_up
YGL117W	4601	0.601622112	0.731858066	0.007934285	0.015197764	4.750817553	0.164785104	0.010007364	0.093327063	0.010360816	0.093327063	YGL117W	YGL117W	YGL117W	biological process unknown || molecular function unknown || YGL117W || 1083391	-3.47	0.0186	0.09	NA	NA	NA	0.103	0.0753	0.16	0.71	0.995	NA	NA	no	NA
YGL208W	3269	0.182959921	0.313253802	0.01009236	0.007578574	4.712483552	0.037872558	0.00963673	0.016058978	0.010571956	0.016058978	SIP2	SIP2	YGL208W	protein amino acid phosphorylation* || AMP-activated protein kinase activity || YGL208W || 1081268	-3.47	0.0185	0.17	NA	up	NA	0.0205	0.0137	0.43	0.55	0.897	NA	NA	no	NA
YDR460W	5000	0.757202553	0.847612537	0.002351111	0.007604924	4.406635474	0.024268216	0.013271297	0.011954243	0.012603406	0.012603406	TFB3	TFB3	YDR460W	transcription initiation from RNA polymerase II promoter* || general RNA polymerase II transcription factor activity || YDR460W || 1084112	-3.46	0.0188	0.73	NA	NA	NA	0	4.36E-11	0.93	0.28	0.0131	NA	NA	no	NA
YGL173C	5080	0.794086564	0.874902067	0.001631208	0.006249654	8.826038659	0.028484081	0.000154744	0.01731947	0.009715364	0.01731947	KEM1	KEM1	YGL173C	35S primary transcript processing* || recombinase activity* || YGL173C || 1084479	-3.46	0.0187	0.49	NA	NA	NA	0	1.76E-06	1.01	0.33	0.0771	NA	NA	no	NA
YIR002C	2695	0.086553292	0.179754648	-0.008798966	0.005133987	5.649492269	0.032164494	0.00379103	0.002624786	0.008001177	0.008001177	MPH1	MPH1	YIR002C	DNA repair || RNA helicase activity* || YIR002C || 1086728	-3.46	0.0188	0.7	NA	NA	NA	0	2.04E-10	1	0.3	0.0246	NA	NA	no	NA
YLR290C	3873	0.345058437	0.498526606	0.006517061	0.006902075	4.652322965	0.028288252	0.010389513	0.008656706	0.010923506	0.010923506	YLR290C	YLR290C	YLR290C	biological process unknown || molecular function unknown || YLR290C || 1080985	-3.45	0.0192	0.46	NA	up	NA	0	6.15E-06	1.26	0.37	0.227	NA	NA	no	ccore_ESR_up
YBR059C	3498	0.236523526	0.378451165	0.006151102	0.005196412	6.993925521	0.025180284	0.000944242	0.011136479	0.00850272	0.011136479	AKL1	AKL1	YBR059C	actin cytoskeleton organization and biogenesis* || protein kinase activity || YBR059C || 1085921	-3.45	0.0191	0.54	NA	NA	NA	0	3.17E-07	0.81	0.31	0.0382	NA	NA	no	NA
YLR290C	3873	0.345058437	0.498526606	0.006517061	0.006902075	4.652322965	0.028288252	0.010389513	0.008656706	0.010923506	0.010923506	YLR290C	YLR290C	YLR290C	biological process unknown || molecular function unknown || YLR290C || 1080985	-3.45	0.0192	0.46	NA	up	NA	0	6.15E-06	1.26	0.37	0.227	NA	NA	no	NA
YHL040C	4534	0.581518614	0.717825154	0.003419535	0.006204163	6.005831971	0.051215628	0.002775832	0.01444492	0.007891584	0.01444492	ARN1	ARN1	YHL040C	iron-siderophore transport || siderophore-iron transporter activity || YHL040C || 1080964	-3.45	0.0189	0.04	NA	NA	NA	0.273	0.223	0.03	1.14	1	NA	NA	TEL	TELO
YJL103C	395	6.92E-06	9.81E-05	0.037072069	0.00824533	4.513150681	0.104956243	0.01218133	0.018234643	0.011828529	0.018234643	GSM1	YJL103C	YJL103C	oxidative phosphorylation || molecular function unknown || YJL103C || 1086851	-3.44	0.0192	0.3	NA	up	NA	7.00E-04	0.000491	0.45	0.44	0.561	NA	NA	no	ccore_ESR_up
YKL067W	1141	0.002475711	0.012136425	0.019456578	0.006429176	6.268508453	0.071610609	0.002226162	0.016266363	0.007960664	0.016266363	YNK1	YNK1	YKL067W	purine nucleotide biosynthesis* || nucleoside diphosphate kinase activity || YKL067W || 1080773	-3.44	0.0192	0.33	NA	up	NA	0.00035	0.000249	0.18	0.41	0.414	NA	up	no	ccore_ESR_up
YJL103C	395	6.92E-06	9.81E-05	0.037072069	0.00824533	4.513150681	0.104956243	0.01218133	0.018234643	0.011828529	0.018234643	GSM1	YJL103C	YJL103C	oxidative phosphorylation || molecular function unknown || YJL103C || 1086851	-3.44	0.0192	0.3	NA	up	NA	7.00E-04	0.000491	0.45	0.44	0.561	NA	NA	no	Insensitive_up
YPL078C	4612	0.60666601	0.736233664	0.002380039	0.004622887	7.002793339	0.018811814	0.001050714	0.005790339	0.008510482	0.008510482	ATP4	ATP4	YPL078C	ATP synthesis coupled proton transport || structural molecule activity* || YPL078C || 1080640	-3.44	0.0192	0.4	NA	NA	NA	5.00E-05	3.35E-05	0.46	0.38	0.27	NA	NA	no	NA
YKL067W	1141	0.002475711	0.012136425	0.019456578	0.006429176	6.268508453	0.071610609	0.002226162	0.016266363	0.007960664	0.016266363	YNK1	YNK1	YKL067W	purine nucleotide biosynthesis* || nucleoside diphosphate kinase activity || YKL067W || 1080773	-3.44	0.0192	0.33	NA	up	NA	0.00035	0.000249	0.18	0.41	0.414	NA	up	no	NA
YDL079C	438	1.29E-05	0.000165151	0.063086084	0.014464687	3.405502935	0.364427849	0.040014295	0.053591717	0.025084367	0.053591717	MRK1	MRK1	YDL079C	protein amino acid phosphorylation* || glycogen synthase kinase 3 activity || YDL079C || 1082747	-3.43	0.0195	0.07	NA	NA	NA	0.153	0.117	-1	0.87	1	NA	up	no	Insensitive_up
YOR162C	1129	0.002364762	0.011723269	0.018905059	0.006218504	5.251460024	0.039804548	0.005663067	0.011637384	0.008550973	0.011637384	YRR1	YRR1	YOR162C	positive regulation of transcription from RNA polymerase II promoter* || specific RNA polymerase II transcription factor activity || YOR162C || 1081098	-3.43	0.0195	0.49	NA	NA	NA	0	2.24E-06	0.87	0.33	0.0864	NA	up	no	NA
YHL035C	1244	0.003428422	0.015425144	0.031909731	0.010903863	6.244743836	0.110705939	0.00213105	0.051060956	0.007951162	0.051060956	VMR1	NA	YHL035C	"transport || ATPase activity, coupled to transmembrane movement of substances || YHL035C || 1084312"	-3.43	0.0195	0.06	NA	NA	NA	0.186	0.145	0.63	1.04	1	NA	down	TEL	TELO
YLL019C	873	0.00066905	0.004289431	0.018560217	0.005455746	6.788883248	0.068958901	0.001227776	0.012088842	0.008342553	0.012088842	KNS1	KNS1	YLL019C	protein amino acid phosphorylation || protein serine/threonine kinase activity* || YLL019C || 1080652	-3.42	0.0201	0.32	NA	up	NA	0.00042	0.000306	0.68	0.41	0.388	NA	up	no	ccore_ESR_up
YIL061C	5502	0.959941268	0.976155836	0.000444204	0.008843877	4.097746434	0.041117261	0.019732402	0.006732181	0.015259782	0.015259782	SNP1	SNP1	YIL061C	"nuclear mRNA splicing, via spliceosome || mRNA binding || YIL061C || 1086039"	-3.42	0.02	0.05	NA	NA	NA	0.239	0.192	0.14	1.07	1	NA	NA	no	NA
YPR061C	1705	0.013607147	0.044668153	0.022107074	0.008959408	4.010999066	0.060812754	0.01975482	0.006163746	0.016157566	0.016157566	JID1	JID1	YPR061C	biological process unknown || molecular function unknown || YPR061C || 1085941	-3.42	0.02	0.43	NA	NA	NA	2.00E-05	1.30E-05	0.36	0.37	0.225	NA	up	no	NA
YPR081C	2191	0.037244358	0.095142251	0.013334612	0.006401406	5.077763813	0.031267312	0.006665116	0.011668005	0.008993167	0.011668005	GRS2	GRS2	YPR081C	glycyl-tRNA aminoacylation || glycine-tRNA ligase activity || YPR081C || 1086629	-3.42	0.0198	0.68	NA	NA	NA	0	7.09E-10	0.78	0.28	0.0123	NA	NA	no	NA
YLL019C	873	0.00066905	0.004289431	0.018560217	0.005455746	6.788883248	0.068958901	0.001227776	0.012088842	0.008342553	0.012088842	KNS1	KNS1	YLL019C	protein amino acid phosphorylation || protein serine/threonine kinase activity* || YLL019C || 1080652	-3.42	0.0201	0.32	NA	up	NA	0.00042	0.000306	0.68	0.41	0.388	NA	up	no	NA
YBR126C	1078	0.00195229	0.010136301	0.035635925	0.011505125	7.873570931	0.172400537	0.000405701	0.058814284	0.009205622	0.058814284	TPS1	TPS1	YBR126C	"response to stress* || alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity || YBR126C || 1085765"	-3.41	0.0202	0.36	NA	up	NA	0.00019	0.000123	1.09	0.39	0.3	NA	up	no	ccore_ESR_up
YBR126C	1078	0.00195229	0.010136301	0.035635925	0.011505125	7.873570931	0.172400537	0.000405701	0.058814284	0.009205622	0.058814284	TPS1	TPS1	YBR126C	"response to stress* || alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity || YBR126C || 1085765"	-3.41	0.0202	0.36	NA	up	NA	0.00019	0.000123	1.09	0.39	0.3	NA	up	no	Insensitive_up
YPR165W	3027	0.138835472	0.256710319	0.006839855	0.004621082	7.56026526	0.012091087	0.000555931	0.004713133	0.008997797	0.008997797	RHO1	RHO1	YPR165W	cell wall organization and biogenesis* || GTPase activity* || YPR165W || 1084370	-3.41	0.0202	0.48	NA	NA	NA	0	2.84E-06	1.11	0.34	0.113	NA	NA	no	NA
YIL166C	1535	0.008291512	0.03023296	0.035265655	0.013358391	3.273651451	0.194867933	0.045544971	0.034290135	0.027824837	0.034290135	YIL166C	YIL166C	YIL166C	transport || transporter activity || YIL166C || 1081675	-3.41	0.0202	0.02	NA	NA	NA	0.473	0.422	1.35	1.53	1	NA	up	TEL	TELO
YER169W	3018	0.137993043	0.255913539	-0.007359714	0.004961695	5.854162161	0.015684641	0.003124454	0.002615277	0.007889565	0.007889565	RPH1	RPH1	YER169W	DNA repair* || specific transcriptional repressor activity || YER169W || 1085541	-3.4	0.0205	0.5	NA	NA	NA	0	1.61E-06	0.87	0.31	0.0385	NA	NA	no	NA
YCL067C	5498	0.958507757	0.975596306	0.000504425	0.00969559	3.810693322	0.278223221	0.023506781	-0.000261483	0.018549817	0.018549817	HMLALPHA2	HMLALPHA2	YCL067C	regulation of transcription from RNA polymerase II promoter* || transcription corepressor activity || YCL067C || 1084766	-3.4	0.0204	0.37	NA	NA	NA	0.00014	8.41E-05	1	0.37	0.228	NA	NA	TEL	TELO
YJL170C	5536	0.974160071	0.984894132	-0.000608062	0.018772446	3.221322804	1.684912389	0.053418873	0.104243239	0.029012311	0.104243239	ASG7	ASG7	YJL170C	conjugation with cellular fusion || molecular function unknown || YJL170C || 1086510	-3.39	0.0209	0.15	NA	NA	NA	0.0269	0.018	1.14	0.53	0.866	NA	NA	no	NA
YIR035C	4908	0.721532804	0.822957426	-0.004439049	0.01245486	5.806791859	0.096297561	0.003313477	0.066087144	0.007906311	0.066087144	YIR035C	YIR035C	YIR035C	biological process unknown || molecular function unknown || YIR035C || 1086706	-3.38	0.0209	0.12	NA	NA	NA	0.059	0.0417	1.37	0.66	0.988	NA	NA	TEL	TELO
YNL208W	864	0.000649473	0.004202429	0.039564351	0.011602227	7.380948179	0.208476836	0.000656287	0.059567536	0.008856884	0.059567536	YNL208W	YNL208W	YNL208W	biological process unknown || molecular function unknown || YNL208W || 1081903	-3.37	0.0212	0.26	NA	up	NA	0.002	0.0014	1.05	0.45	0.614	NA	up	no	ccore_ESR_up
YNL208W	864	0.000649473	0.004202429	0.039564351	0.011602227	7.380948179	0.208476836	0.000656287	0.059567536	0.008856884	0.059567536	YNL208W	YNL208W	YNL208W	biological process unknown || molecular function unknown || YNL208W || 1081903	-3.37	0.0212	0.26	NA	up	NA	0.002	0.0014	1.05	0.45	0.614	NA	up	no	Insensitive_up
YMR256C	3114	0.152052344	0.273293824	0.011391012	0.007952841	5.36425526	0.052228554	0.004860003	0.023436338	0.008323198	0.023436338	COX7	COX7	YMR256C	aerobic respiration* || cytochrome-c oxidase activity || YMR256C || 1084747	-3.37	0.0212	0.25	NA	NA	NA	0.00313	0.00212	0.93	0.49	0.746	NA	NA	no	NA
YFR003C	1467	0.006835018	0.026077433	0.021412338	0.007916488	4.431942102	0.083253912	0.013564208	0.014474032	0.01241315	0.014474032	YPI1	YPI1	YFR003C	protein amino acid dephosphorylation* || protein phosphatase inhibitor activity || YFR003C || 1080695	-3.36	0.0216	0.52	NA	NA	NA	0	6.27E-07	0.97	0.32	0.0533	NA	up	no	NA
YML007W	4449	0.547655291	0.688969805	-0.003078282	0.005119571	6.688679905	0.047264217	0.00135708	0.010368998	0.008279454	0.010368998	YAP1	YAP1	YML007W	response to oxidative stress* || transcription factor activity || YML007W || 1085402	-3.35	0.022	0.56	NA	NA	NA	0	1.45E-07	0.79	0.33	0.0848	NA	NA	no	NA
YMR145C	690	0.000175029	0.001419764	0.017521619	0.004669228	8.46940717	0.031420876	0.000207128	0.006519734	0.009546718	0.009546718	NDE1	NDE1	YMR145C	ethanol fermentation* || NADH dehydrogenase activity || YMR145C || 1084029	-3.35	0.0222	0.19	NA	NA	NA	0.0133	0.0086	0.33	0.53	0.875	NA	up	no	NA
YGL185C	1419	0.005970798	0.023550779	0.023324816	0.008483662	4.206131145	0.08686734	0.017957719	0.003276572	0.014242016	0.014242016	YGL185C	NA	YGL185C	"metabolism || oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor || YGL185C || 1085693"	-3.34	0.0227	0.54	NA	NA	NA	0	3.63E-07	0.97	0.32	0.047	NA	down	no	NA
YDR272W	4500	0.567476633	0.705731239	-0.003052329	0.005338371	5.41963428	0.015440032	0.004521527	0.005620062	0.008228264	0.008228264	GLO2	GLO2	YDR272W	carbohydrate metabolism* || hydroxyacylglutathione hydrolase activity || YDR272W || 1086117	-3.33	0.0229	0.71	NA	up	NA	0	1.52E-10	0.97	0.29	0.0204	NA	NA	no	ccore_ESR_up
YLR075W	4137	0.430690259	0.582686338	-0.003747159	0.004755211	9.944341474	0.009059501	5.28E-05	0.004688725	0.010063577	0.010063577	RPL10	RPL10	YLR075W	protein biosynthesis* || structural constituent of ribosome || YLR075W || 1080784	-3.33	0.0229	0.46	NA	down	NA	0	5.87E-06	1.09	0.34	0.101	NA	NA	no	core_ESR_down
YKL117W	3409	0.214683744	0.352474308	0.007849307	0.006326062	6.781679559	0.046153632	0.001235771	0.016668327	0.008337782	0.016668327	SBA1	SBA1	YKL117W	protein folding || chaperone binding || YKL117W || 1085582	-3.33	0.023	0.31	NA	NA	NA	0.00059	0.000449	0.84	0.35	0.13	NA	NA	no	NA
YDR272W	4500	0.567476633	0.705731239	-0.003052329	0.005338371	5.41963428	0.015440032	0.004521527	0.005620062	0.008228264	0.008228264	GLO2	GLO2	YDR272W	carbohydrate metabolism* || hydroxyacylglutathione hydrolase activity || YDR272W || 1086117	-3.33	0.0229	0.71	NA	up	NA	0	1.52E-10	0.97	0.29	0.0204	NA	NA	no	NA
YDR163W	5366	0.90554439	0.944527013	0.001311227	0.011050247	3.589396974	0.06380283	0.032830276	0.011960449	0.021799525	0.021799525	CWC15	CWC15	YDR163W	"nuclear mRNA splicing, via spliceosome || molecular function unknown || YDR163W || 1085758"	-3.32	0.0231	0.5	NA	NA	NA	0	1.35E-06	1.09	0.34	0.101	NA	NA	no	NA
YNL250W	3987	0.380924115	0.534745993	-0.004503441	0.005139771	5.606115024	0.028525093	0.003788103	0.007171644	0.00803069	0.00803069	RAD50	RAD50	YNL250W	double-strand break repair via nonhomologous end-joining* || protein binding* || YNL250W || 1084386	-3.32	0.0235	0.46	NA	NA	NA	0	5.60E-06	0.85	0.33	0.0834	NA	NA	no	NA
YPR037C	1546	0.008545407	0.030937025	-0.018405795	0.006999134	4.773497227	0.038491752	0.00927022	0.012646435	0.010240672	0.012646435	ERV2	ERV2	YPR037C	protein thiol-disulfide exchange || thiol oxidase activity || YPR037C || 1081170	-3.32	0.0231	0.23	NA	NA	NA	0.0047	0.00311	0.87	0.49	0.754	NA	down	no	NA
YDR003W	1585	0.009685742	0.03418102	0.018070089	0.006985361	5.238925357	0.071513071	0.006129283	0.015701199	0.008578563	0.015701199	RCR2	RCR2	YDR003W	biological process unknown || molecular function unknown || YDR003W || 1084276	-3.31	0.0236	0.48	NA	up	NA	0	2.99E-06	0.87	0.34	0.105	NA	up	no	ccore_ESR_up
YBR212W	1671	0.012205822	0.040883296	0.012397834	0.004946989	6.953115776	0.040234006	0.00101118	0.009937646	0.008467711	0.009937646	NGR1	NGR1	YBR212W	mitochondrion organization and biogenesis* || RNA binding* || YBR212W || 1081741	-3.31	0.0237	0.37	NA	NA	NA	0.00014	8.90E-05	0.9	0.37	0.192	NA	up	no	NA
YDR003W	1585	0.009685742	0.03418102	0.018070089	0.006985361	5.238925357	0.071513071	0.006129283	0.015701199	0.008578563	0.015701199	RCR2	RCR2	YDR003W	biological process unknown || molecular function unknown || YDR003W || 1084276	-3.31	0.0236	0.48	NA	up	NA	0	2.99E-06	0.87	0.34	0.105	NA	up	no	NA
YCR042C	1898	0.02125905	0.062690676	-0.013375262	0.005806868	6.567966575	0.022462328	0.001608696	0.013477148	0.008184278	0.013477148	TAF2	TAF2	YCR042C	transcription initiation from RNA polymerase II promoter* || general RNA polymerase II transcription factor activity || YCR042C || 1084282	-3.3	0.0241	0.54	NA	NA	NA	0	2.89E-07	0.98	0.31	0.0364	NA	NA	no	NA
YLL041C	2573	0.072730152	0.158208575	0.014199962	0.007912957	6.237481306	0.046524664	0.002104428	0.025908803	0.00794866	0.025908803	SDH2	SDH2	YLL041C	tricarboxylic acid cycle* || succinate dehydrogenase (ubiquinone) activity || YLL041C || 1081164	-3.3	0.024	0.14	NA	NA	NA	0.0402	0.0274	-0.16	0.62	0.97	NA	NA	no	NA
YNL097C	5065	0.785135754	0.867602136	-0.002134404	0.007828871	4.350323848	0.030017771	0.014176824	0.013244215	0.013039913	0.013244215	PHO23	PHO23	YNL097C	chromatin modification || histone deacetylase activity || YNL097C || 1083038	-3.29	0.0243	0.27	NA	NA	NA	0.00163	0.00117	0.9	0.38	0.248	NA	NA	no	NA
YNL144C	3077	0.146872056	0.267178794	0.017201518	0.011857645	4.662592636	0.127219941	0.01140525	0.051499366	0.010861766	0.051499366	YNL144C	YNL144C	YNL144C	biological process unknown || molecular function unknown || YNL144C || 1085214	-3.29	0.0245	0.37	NA	NA	NA	0.00014	8.17E-05	0.16	0.38	0.271	NA	NA	no	NA
YOL091W	4479	0.557986493	0.697265104	0.007844241	0.01338985	3.314428363	0.202698113	0.053271641	0.010821771	0.026939939	0.026939939	SPO21	SPO21	YOL091W	meiosis* || structural molecule activity || YOL091W || 1081261	-3.28	0.0247	0.35	NA	NA	NA	0.00023	0.000143	0.99	0.39	0.283	NA	NA	no	NA
YCR039C	5499	0.958514219	0.975596306	0.000504347	0.00969559	3.810693683	0.278225346	0.023506787	-0.000261514	0.018549812	0.018549812	MATALPHA2	MATALPHA2	YCR039C	regulation of transcription from RNA polymerase II promoter* || transcription corepressor activity || YCR039C || 1086253	-3.27	0.025	0.34	NA	NA	NA	0.00032	0.000212	0.96	0.39	0.278	NA	NA	no	NA
YDL133W	3010	0.13752466	0.255645971	0.010332653	0.006957677	5.558144548	0.047036632	0.004028001	0.017629788	0.008068355	0.017629788	YDL133W	YDL133W	YDL133W	biological process unknown || molecular function unknown || YDL133W || 1086221	-3.27	0.0252	0.55	NA	NA	NA	0	2.58E-07	1.05	0.3	0.0227	NA	NA	no	NA
YIL036W	3373	0.205787678	0.341474543	0.00639155	0.005051677	5.965832273	0.018554335	0.002668716	0.008748409	0.007884951	0.008748409	CST6	CST6	YIL036W	transcription initiation from RNA polymerase II promoter* || specific RNA polymerase II transcription factor activity || YIL036W || 1086145	-3.27	0.0252	0.62	NA	NA	NA	0	1.51E-08	0.55	0.3	0.03	NA	NA	no	NA
YIL111W	1908	0.021834589	0.063991291	0.015419576	0.006723946	4.696374718	0.105339272	0.009563439	0.008102483	0.010663684	0.010663684	COX5B	COX5B	YIL111W	"mitochondrial electron transport, cytochrome c to oxygen* || cytochrome-c oxidase activity || YIL111W || 1085590"	-3.27	0.0254	0.07	NA	NA	NA	0.145	0.11	1.39	0.82	1	NA	NA	no	NA
YMR110C	520	3.15E-05	0.000339487	0.024721782	0.005939813	6.65456831	0.072184263	0.001298778	0.014485735	0.00825484	0.014485735	HFD1	YMR110C	YMR110C	biological process unknown || molecular function unknown || YMR110C || 1083146	-3.26	0.0258	0.5	NA	up	NA	0	1.45E-06	1.14	0.33	0.0675	NA	NA	no	ccore_ESR_up
YMR110C	520	3.15E-05	0.000339487	0.024721782	0.005939813	6.65456831	0.072184263	0.001298778	0.014485735	0.00825484	0.014485735	HFD1	YMR110C	YMR110C	biological process unknown || molecular function unknown || YMR110C || 1083146	-3.26	0.0258	0.5	NA	up	NA	0	1.45E-06	1.14	0.33	0.0675	NA	NA	no	NA
YBR273C	3670	0.280922717	0.428426279	0.005589958	0.005184293	5.590965151	0.026647252	0.003982524	0.007826965	0.008041911	0.008041911	UBX7	UBX7	YBR273C	ubiquitin-dependent protein catabolism* || molecular function unknown || YBR273C || 1084612	-3.25	0.026	0.64	NA	NA	NA	0	4.33E-09	0.77	0.29	0.0155	NA	NA	no	NA
YIL047C	3016	0.137878438	0.255785754	-0.007098081	0.004783918	7.833359929	0.046090767	0.000417732	0.009821164	0.009180018	0.009821164	SYG1	SYG1	YIL047C	signal transduction || molecular function unknown || YIL047C || 1085914	-3.25	0.0259	0.46	NA	NA	NA	0	5.10E-06	0.53	0.33	0.0663	NA	NA	no	NA
YLR288C	3139	0.157708693	0.281199435	0.010179274	0.007204934	4.51347385	0.016245539	0.011398178	0.003305465	0.011826284	0.011826284	MEC3	MEC3	YLR288C	chromatin silencing at telomere* || DNA binding || YLR288C || 1084615	-3.25	0.026	0.45	NA	NA	NA	0	6.63E-06	0.8	0.26	0.0032	NA	NA	no	NA
YMR121C	2233	0.040633057	0.101846493	-0.011296321	0.005517789	5.325385039	0.013254671	0.005223124	0.001319127	0.008398089	0.008398089	RPL15B	RPL15B	YMR121C	protein biosynthesis || structural constituent of ribosome* || YMR121C || 1084662	-3.24	0.0265	0.47	NA	down	NA	0	3.74E-06	1.03	0.27	0.0075	NA	NA	no	core_ESR_down
